time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car
09:35:00	34500	0	6	0	304	0	6	0	304
09:40:00	34800	0	2	0	302	0	2	0	302
09:45:00	35100	0	15	0	287	0	15	0	287
09:50:00	35400	0	1	0	286	0	1	0	286
09:55:00	35700	0	7	0	279	0	7	0	279
10:00:00	36000	0	10	0	269	0	10	0	269
10:05:00	36300	0	5	0	264	0	5	0	264
10:10:00	36600	0	7	0	257	0	7	0	257
10:15:00	36900	0	8	0	249	0	8	0	249
10:20:00	37200	0	11	0	238	0	11	0	238
10:25:00	37500	0	1	0	237	0	1	0	237
10:30:00	37800	0	7	0	230	0	7	0	230
10:35:00	38100	0	6	0	224	0	6	0	224
10:40:00	38400	0	5	0	219	0	5	0	219
10:45:00	38700	0	5	0	214	0	5	0	214
10:50:00	39000	0	8	0	206	0	8	0	206
10:55:00	39300	0	6	0	200	0	6	0	200
11:00:00	39600	0	5	0	195	0	5	0	195
11:05:00	39900	0	4	0	191	0	4	0	191
11:10:00	40200	0	5	0	186	0	5	0	186
11:15:00	40500	0	4	0	182	0	4	0	182
11:20:00	40800	0	8	0	174	0	8	0	174
11:25:00	41100	0	4	0	170	0	4	0	170
11:30:00	41400	0	8	0	162	0	8	0	162
11:35:00	41700	0	6	0	156	0	6	0	156
11:40:00	42000	0	9	0	147	0	9	0	147
11:45:00	42300	0	11	0	136	0	11	0	136
11:50:00	42600	0	4	0	132	0	4	0	132
11:55:00	42900	0	7	0	125	0	7	0	125
12:00:00	43200	0	7	0	118	0	7	0	118
12:05:00	43500	0	5	0	113	0	5	0	113
12:10:00	43800	0	6	0	107	0	6	0	107
12:15:00	44100	0	4	0	103	0	4	0	103
12:20:00	44400	0	9	0	94	0	9	0	94
12:25:00	44700	0	6	0	88	0	6	0	88
12:30:00	45000	0	1	0	87	0	1	0	87
12:35:00	45300	0	5	0	82	0	5	0	82
12:40:00	45600	0	11	0	71	0	11	0	71
12:45:00	45900	0	4	0	67	0	4	0	67
12:50:00	46200	0	6	0	61	0	6	0	61
12:55:00	46500	0	6	0	55	0	6	0	55
13:00:00	46800	0	5	0	50	0	5	0	50
13:05:00	47100	0	4	0	46	0	4	0	46
13:10:00	47400	0	7	0	39	0	7	0	39
13:15:00	47700	0	4	0	35	0	4	0	35
13:20:00	48000	0	6	0	29	0	6	0	29
13:25:00	48300	0	4	0	25	0	4	0	25
13:30:00	48600	0	3	0	22	0	3	0	22
13:35:00	48900	0	4	0	18	0	4	0	18
13:40:00	49200	0	2	0	16	0	2	0	16
13:45:00	49500	0	2	0	14	0	2	0	14
13:50:00	49800	0	3	0	11	0	3	0	11
13:55:00	50100	0	1	0	10	0	1	0	10
14:00:00	50400	0	3	0	7	0	3	0	7
14:05:00	50700	0	2	0	5	0	2	0	5
14:10:00	51000	0	1	0	4	0	1	0	4
14:15:00	51300	0	0	0	4	0	0	0	4
14:20:00	51600	0	0	0	4	0	0	0	4
14:25:00	51900	0	0	0	4	0	0	0	4
14:30:00	52200	0	0	0	4	0	0	0	4
14:35:00	52500	0	0	0	4	0	0	0	4
14:40:00	52800	0	2	0	2	0	2	0	2
14:45:00	53100	0	0	0	2	0	0	0	2
14:50:00	53400	0	0	0	2	0	0	0	2
14:55:00	53700	0	1	0	1	0	1	0	1
15:00:00	54000	0	1	0	0	0	1	0	0
15:05:00	54300	0	0	0	0	0	0	0	0
15:10:00	54600	0	0	0	0	0	0	0	0
15:15:00	54900	0	0	0	0	0	0	0	0
15:20:00	55200	0	0	0	0	0	0	0	0
15:25:00	55500	0	0	0	0	0	0	0	0
15:30:00	55800	0	0	0	0	0	0	0	0
15:35:00	56100	0	0	0	0	0	0	0	0
15:40:00	56400	0	0	0	0	0	0	0	0
15:45:00	56700	0	0	0	0	0	0	0	0
15:50:00	57000	0	0	0	0	0	0	0	0
15:55:00	57300	0	0	0	0	0	0	0	0
16:00:00	57600	0	0	0	0	0	0	0	0
16:05:00	57900	0	0	0	0	0	0	0	0
16:10:00	58200	0	0	0	0	0	0	0	0
16:15:00	58500	0	0	0	0	0	0	0	0
16:20:00	58800	0	0	0	0	0	0	0	0
16:25:00	59100	1	0	0	1	1	0	0	1
16:30:00	59400	0	0	0	1	0	0	0	1
16:35:00	59700	0	0	0	1	0	0	0	1
16:40:00	60000	0	0	0	1	0	0	0	1
16:45:00	60300	2	0	0	3	2	0	0	3
16:50:00	60600	0	1	0	2	0	1	0	2
16:55:00	60900	1	0	0	3	1	0	0	3
17:00:00	61200	0	0	0	3	0	0	0	3
17:05:00	61500	1	2	0	2	1	2	0	2
17:10:00	61800	1	0	0	3	1	0	0	3
17:15:00	62100	0	0	0	3	0	0	0	3
17:20:00	62400	0	1	0	2	0	1	0	2
17:25:00	62700	2	0	0	4	2	0	0	4
17:30:00	63000	4	2	0	6	4	2	0	6
17:35:00	63300	8	0	0	14	8	0	0	14
17:40:00	63600	2	0	0	16	2	0	0	16
17:45:00	63900	13	1	0	28	13	1	0	28
17:50:00	64200	2	1	0	29	2	1	0	29
17:55:00	64500	9	0	0	38	9	0	0	38
18:00:00	64800	5	2	0	41	5	2	0	41
18:05:00	65100	5	2	0	44	5	2	0	44
18:10:00	65400	5	1	0	48	5	1	0	48
18:15:00	65700	7	0	0	55	7	0	0	55
18:20:00	66000	14	3	0	66	14	3	0	66
18:25:00	66300	6	5	0	67	6	5	0	67
18:30:00	66600	5	1	0	71	5	1	0	71
18:35:00	66900	7	5	0	73	7	5	0	73
18:40:00	67200	5	3	0	75	5	3	0	75
18:45:00	67500	4	7	0	72	4	7	0	72
18:50:00	67800	6	5	0	73	6	5	0	73
18:55:00	68100	6	8	0	71	6	8	0	71
19:00:00	68400	6	6	0	71	6	6	0	71
19:05:00	68700	5	6	0	70	5	6	0	70
19:10:00	69000	6	9	0	67	6	9	0	67
19:15:00	69300	7	9	0	65	7	9	0	65
19:20:00	69600	4	6	0	63	4	6	0	63
19:25:00	69900	5	7	0	61	5	7	0	61
19:30:00	70200	11	8	0	64	11	8	0	64
19:35:00	70500	5	6	0	63	5	6	0	63
19:40:00	70800	5	10	0	58	5	10	0	58
19:45:00	71100	11	6	0	63	11	6	0	63
19:50:00	71400	7	4	0	66	7	4	0	66
19:55:00	71700	8	7	0	67	8	7	0	67
20:00:00	72000	5	6	0	66	5	6	0	66
20:05:00	72300	6	5	0	67	6	5	0	67
20:10:00	72600	6	10	0	63	6	10	0	63
20:15:00	72900	4	11	0	56	4	11	0	56
20:20:00	73200	9	8	0	57	9	8	0	57
20:25:00	73500	4	8	0	53	4	8	0	53
20:30:00	73800	3	5	0	51	3	5	0	51
20:35:00	74100	5	5	0	51	5	5	0	51
20:40:00	74400	10	3	0	58	10	3	0	58
20:45:00	74700	3	4	0	57	3	4	0	57
20:50:00	75000	4	8	0	53	4	8	0	53
20:55:00	75300	6	4	0	55	6	4	0	55
21:00:00	75600	7	4	0	58	7	4	0	58
21:05:00	75900	3	4	0	57	3	4	0	57
21:10:00	76200	8	11	0	54	8	11	0	54
21:15:00	76500	5	2	0	57	5	2	0	57
21:20:00	76800	4	5	0	56	4	5	0	56
21:25:00	77100	4	5	0	55	4	5	0	55
21:30:00	77400	3	7	0	51	3	7	0	51
21:35:00	77700	6	3	0	54	6	3	0	54
21:40:00	78000	2	7	0	49	2	7	0	49
21:45:00	78300	3	4	0	48	3	4	0	48
21:50:00	78600	4	7	0	45	4	7	0	45
21:55:00	78900	0	4	0	41	0	4	0	41
22:00:00	79200	1	5	0	37	1	5	0	37
22:05:00	79500	0	11	0	26	0	11	0	26
22:10:00	79800	1	3	0	24	1	3	0	24
22:15:00	80100	1	3	0	22	1	3	0	22
22:20:00	80400	0	4	0	18	0	4	0	18
22:25:00	80700	0	1	0	17	0	1	0	17
22:30:00	81000	2	6	0	13	2	6	0	13
22:35:00	81300	1	5	0	9	1	5	0	9
22:40:00	81600	2	4	0	7	2	4	0	7
22:45:00	81900	0	2	0	5	0	2	0	5
22:50:00	82200	0	0	0	5	0	0	0	5
22:55:00	82500	0	2	0	3	0	2	0	3
23:00:00	82800	0	0	0	3	0	0	0	3
23:05:00	83100	0	1	0	2	0	1	0	2
23:10:00	83400	0	2	0	0	0	2	0	0
23:15:00	83700	0	0	0	0	0	0	0	0
23:20:00	84000	0	0	0	0	0	0	0	0
23:25:00	84300	1	0	0	1	1	0	0	1
23:30:00	84600	0	0	0	1	0	0	0	1
23:35:00	84900	0	0	0	1	0	0	0	1
23:40:00	85200	0	0	0	1	0	0	0	1
23:45:00	85500	0	0	0	1	0	0	0	1
23:50:00	85800	0	1	0	0	0	1	0	0
23:55:00	86100	0	0	0	0	0	0	0	0
24:00:00	86400	0	0	0	0	0	0	0	0
24:05:00	86700	0	0	0	0	0	0	0	0
24:10:00	87000	0	0	0	0	0	0	0	0
24:15:00	87300	0	0	0	0	0	0	0	0
24:20:00	87600	0	0	0	0	0	0	0	0
24:25:00	87900	0	0	0	0	0	0	0	0
24:30:00	88200	0	0	0	0	0	0	0	0
24:35:00	88500	0	0	0	0	0	0	0	0
24:40:00	88800	0	0	0	0	0	0	0	0
24:45:00	89100	0	0	0	0	0	0	0	0
24:50:00	89400	0	0	0	0	0	0	0	0
24:55:00	89700	0	0	0	0	0	0	0	0
25:00:00	90000	0	0	0	0	0	0	0	0
25:05:00	90300	0	0	0	0	0	0	0	0
25:10:00	90600	0	0	0	0	0	0	0	0
25:15:00	90900	0	0	0	0	0	0	0	0
25:20:00	91200	0	0	0	0	0	0	0	0
25:25:00	91500	0	0	0	0	0	0	0	0
25:30:00	91800	0	0	0	0	0	0	0	0
25:35:00	92100	0	0	0	0	0	0	0	0
25:40:00	92400	0	0	0	0	0	0	0	0
25:45:00	92700	0	0	0	0	0	0	0	0
25:50:00	93000	0	0	0	0	0	0	0	0
25:55:00	93300	0	0	0	0	0	0	0	0
26:00:00	93600	0	0	0	0	0	0	0	0
26:05:00	93900	0	0	0	0	0	0	0	0
26:10:00	94200	0	0	0	0	0	0	0	0
26:15:00	94500	0	0	0	0	0	0	0	0
26:20:00	94800	0	0	0	0	0	0	0	0
26:25:00	95100	0	0	0	0	0	0	0	0
26:30:00	95400	0	0	0	0	0	0	0	0
26:35:00	95700	0	0	0	0	0	0	0	0
26:40:00	96000	0	0	0	0	0	0	0	0
26:45:00	96300	0	0	0	0	0	0	0	0
26:50:00	96600	0	0	0	0	0	0	0	0
26:55:00	96900	0	0	0	0	0	0	0	0
27:00:00	97200	0	0	0	0	0	0	0	0
27:05:00	97500	0	0	0	0	0	0	0	0
27:10:00	97800	0	0	0	0	0	0	0	0
27:15:00	98100	0	0	0	0	0	0	0	0
27:20:00	98400	0	0	0	0	0	0	0	0
27:25:00	98700	0	0	0	0	0	0	0	0
27:30:00	99000	0	0	0	0	0	0	0	0
27:35:00	99300	0	0	0	0	0	0	0	0
27:40:00	99600	0	0	0	0	0	0	0	0
27:45:00	99900	0	0	0	0	0	0	0	0
27:50:00	100200	0	0	0	0	0	0	0	0
27:55:00	100500	0	0	0	0	0	0	0	0
28:00:00	100800	0	0	0	0	0	0	0	0
28:05:00	101100	0	0	0	0	0	0	0	0
28:10:00	101400	0	0	0	0	0	0	0	0
28:15:00	101700	0	0	0	0	0	0	0	0
28:20:00	102000	0	0	0	0	0	0	0	0
28:25:00	102300	0	0	0	0	0	0	0	0
28:30:00	102600	0	0	0	0	0	0	0	0
28:35:00	102900	0	0	0	0	0	0	0	0
28:40:00	103200	0	0	0	0	0	0	0	0
28:45:00	103500	0	0	0	0	0	0	0	0
28:50:00	103800	0	0	0	0	0	0	0	0
28:55:00	104100	0	0	0	0	0	0	0	0
29:00:00	104400	0	0	0	0	0	0	0	0
29:05:00	104700	0	0	0	0	0	0	0	0
29:10:00	105000	0	0	0	0	0	0	0	0
29:15:00	105300	0	0	0	0	0	0	0	0
29:20:00	105600	0	0	0	0	0	0	0	0
29:25:00	105900	0	0	0	0	0	0	0	0
29:30:00	106200	0	0	0	0	0	0	0	0
29:35:00	106500	0	0	0	0	0	0	0	0
29:40:00	106800	0	0	0	0	0	0	0	0
29:45:00	107100	0	0	0	0	0	0	0	0
29:50:00	107400	0	0	0	0	0	0	0	0
29:55:00	107700	0	0	0	0	0	0	0	0
30:00:00	108000	0	0	0	0	0	0	0	0
30:05:00	108300	0	0	0	0	0	0	0	0
